"measurementID","measurementDeterminedBy","basisOfRecord","references"
2540,"Glassman, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2541,"Tomlin, S.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2542,"Giraldo, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2543,"Duss, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2544,"Sobel, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2545,"Curran, H.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2546,"Schulz, J.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2547,"Duno, R.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2548,"Huertas, G.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2549,"Delascio, F.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2550,"Rojas, W.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2551,"Vélez, N. ","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2552,"Weberbauer, A.","PreservedSpecimen","Henderson, A. A revision of Geonoma (Arecaceae). Phytotaxa 17, 1-271 (2011)."
2553,"Cruxent","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2554,"Knab-Vispo","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2555,"Henkel","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2556,"Prance","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2557,"Mori","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2558,"Henderson","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2559,"Atsut","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2560,"Pires","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2561,"Killip","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2562,"Koyama","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2563,"Valera","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2564,"Fernandez","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2565,"Pipoly","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2566,"Beck","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2567,"Maguire","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2568,"Ferreira","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2569,"Fleck","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2570,"Vazquez","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2571,"Kujikat","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2572,"Rainer","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2573,"Oldeman","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2574,"de Granville","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2575,"Ancuash","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2576,"Vasquez","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2577,"Ollgaard","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2578,"Berg","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2579,"Berlin","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2580,"Irwin","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2581,"Balslev","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2582,"Espinoza","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2583,"Stoffers","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2584,"Barbour","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2585,"Schunke","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2586,"Davis","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2587,"Wessels Boer","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2588,"Jansen-Jacob","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2589,"Plowman","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2590,"Cid","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2591,"Ruiz","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2592,"Croizat","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2593,"Amaral","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2594,"Liesner","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2595,"Ayala","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2596,"Bergmann","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2597,"Balick","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2598,"Foster","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2599,"Tate","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2600,"Cowan","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2601,"Krukoff","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2602,"Baker","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2603,"Boom","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2604,"Pedersen","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2605,"Luteyn","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2606,"Gentry","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2607,"Hartshorn","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2608,"Smith","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2609,"Davidson","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2610,"Rudas","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2611,"Diaz","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2612,"Croat","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2613,"Pena","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2614,"Knapp","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2615,"Neill","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2616,"Gudino","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2617,"Moore","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2618,"de Nevers","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2619,"Grayum","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2620,"Herrera","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2621,"Sytsma","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2622,"Bernal","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2623,"Dodson","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2624,"Monsalve","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2625,"Feuillet","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2626,"Galeano","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2627,"Clarke","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2628,"Salick","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2629,"Jaramillo","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2630,"Hammel","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2631,"Allen","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2632,"Dwyer","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2633,"Listabarth","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2634,"Steyermark","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2635,"Hoffman","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2636,"Oviedo","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2637,"Juncosa","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2638,"Chavez","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2639,"Antonio","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2640,"Shiki","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2641,"Silveira","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2642,"Vega","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2643,"Bordenave","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2644,"Maas","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2645,"Wallnofer","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2646,"Grant","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2647,"Sastre","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2648,"Palacios","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2649,"Grandez","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2650,"Cornejo","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2651,"Morillo","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2652,"Ortiz","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2653,"Ceron","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2654,"Klug","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2655,"Cabrera","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2656,"Christenson","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2657,"Ribeiro","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2658,"Elcoro","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2659,"De Jong","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2660,"Delgado","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2661,"Hoff","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2662,"Vargas","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2663,"Cazalet","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2664,"Freire","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2665,"Zak","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2666,"Aulestia","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2667,"Aymard","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2668,"Betancur","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2669,"Forero","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
2670,"Fonnegra","PreservedSpecimen","Henderson, A. J. (2004). A multivariate analysis of Hyospathe (Palmae). American Journal of Botany, 91(6), 953-965."
